ORF	entrex.id	pval	qval	b	se_b	mean_obs	var_obs	tech_var	sigma_sq	smooth_sigma_sq	final_sigma_sq	gene_id	Name	Link	Annotation	Growth.Rate.Slope	Bootstrapped.p.value.of.slope	R.2	Growth.Rate.Response..1.5SD	ESR	Calibration.gene.	Bootstrapped.p.value.of.R.2	p.value.of.R.2	Growth.Rate.Baseline	Variability	Bootstrapped.p.value.of.variability	Unresponsive.	beta.sig_up.down.	subtelomeric	category
154	YLR048W	3802	0.322459561	0.474664493	0.004698994	0.00474926	9.798374067	0.030543584	5.71e-05	0.008188889	0.01003393	0.01003393	RPS0B	RPS0B	YLR048W	protein biosynthesis* || structural constituent of ribosome || YLR048W || 1085091	1.68	0.227	0.19	NA	down	NA	0.0127	0.00827	-0.41	0.25	0.0022	NA	NA	no	core_ESR_down
155	YMR142C	1809	0.01761327	0.05449501	-0.011190765	0.004714582	9.112320493	0.02876645	0.000113395	0.003658138	0.009830855	0.009830855	RPL13B	RPL13B	YMR142C	protein biosynthesis || structural constituent of ribosome || YMR142C || 1084033	1.68	0.225	0.2	NA	down	NA	0.00854	0.00572	-0.49	0.19	0	NA	NA	no	core_ESR_down
156	YGR162W	495	2.51e-05	0.000282774	-0.021191246	0.005028455	8.374501577	0.052776905	0.0002473	0.011065099	0.009497289	0.011065099	TIF4631	TIF4631	YGR162W	translational initiation || translation initiation factor activity || YGR162W || 1082985	1.69	0.222	0.26	NA	down	NA	0.00232	0.00159	-0.42	0.23	4e-04	NA	down	no	core_ESR_down
157	YDR190C	1734	0.014581794	0.047067071	-0.011343843	0.004644163	6.70731309	0.017475176	0.001357582	0.004241279	0.008291822	0.008291822	RVB1	RVB1	YDR190C	regulation of transcription from RNA polymerase II promoter* || ATPase activity || YDR190C || 1082766	1.73	0.212	0.3	NA	down	NA	0.00069	0.000487	-0.32	0.22	1e-04	NA	down	no	core_ESR_down
158	YER056C-A	1003	0.001378699	0.0076935	-0.014802011	0.004626968	7.779060795	0.051505088	0.000433144	0.008750569	0.009144938	0.009144938	RPL34A	RPL34A	YER056C-A	protein biosynthesis || structural constituent of ribosome || YER056C-A || 1085586	1.73	0.213	0.18	NA	down	NA	0.0138	0.0089	-0.78	0.22	1e-04	NA	down	no	core_ESR_down
159	YLR083C	4546	0.583196499	0.718027014	-0.002545104	0.004638243	7.987621717	0.026003466	0.000348322	0.005907521	0.0092765	0.0092765	EMP70	EMP70	YLR083C	transport || transporter activity || YLR083C || 1084231	1.75	0.209	0.29	NA	down	NA	0.001	0.000691	-0.49	0.2	0	NA	NA	no	core_ESR_down
160	YNL110C	1036	0.001592316	0.008602501	-0.024461496	0.007747573	5.571341637	0.064975678	0.004314499	0.022539998	0.008057339	0.022539998	NOP15	NOP15	YNL110C	ribosomal large subunit biogenesis* || molecular function unknown || YNL110C || 1085827	1.75	0.207	0.09	NA	down	NA	0.114	0.0842	-0.33	0.38	0.26	NA	down	no	core_ESR_down
161	YAL025C	1496	0.007563311	0.028277791	-0.028349001	0.01061376	5.184812124	0.114800838	0.007097211	0.043302047	0.00870442	0.043302047	MAK16	MAK16	YAL025C	ribosomal large subunit biogenesis || molecular function unknown || YAL025C || 1081756	1.76	0.206	0.31	NA	down	NA	0.00065	0.000468	-0.5	0.23	4e-04	NA	down	no	core_ESR_down
162	YJL177W	2761	0.096341696	0.195300425	-0.007754455	0.004663341	8.285749724	0.020663255	0.000279904	0.005434369	0.009449361	0.009449361	RPL17B	RPL17B	YJL177W	protein biosynthesis || structural constituent of ribosome || YJL177W || 1081625	1.76	0.204	0.38	NA	down	NA	1e-04	5.6e-05	-0.63	0.19	0	NA	NA	no	core_ESR_down
163	YLR333C	1049	0.001671942	0.008920742	-0.014570054	0.004635634	7.449927534	0.035623423	0.000619295	0.008994699	0.008914956	0.008994699	RPS25B	RPS25B	YLR333C	protein biosynthesis || structural constituent of ribosome || YLR333C || 1084833	1.76	0.206	0.19	NA	down	NA	0.0129	0.00833	-0.3	0.22	2e-04	NA	down	no	core_ESR_down
164	YNL102W	4661	0.622169597	0.747110756	0.003961914	0.00803996	6.844831633	0.037610291	0.001143323	0.027776352	0.00838187	0.027776352	POL1	POL1	YNL102W	DNA replication initiation* || alpha DNA polymerase activity || YNL102W || 1081269	1.76	0.204	0.18	NA	down	NA	0.0155	0.0101	-0.41	0.29	0.0144	NA	NA	no	core_ESR_down
165	YKL172W	830	0.000518773	0.00349828	-0.031280425	0.009012269	6.319552094	0.068496667	0.002104048	0.034233362	0.007987208	0.034233362	EBP2	EBP2	YKL172W	rRNA processing || molecular function unknown || YKL172W || 1086057	1.77	0.203	0.21	NA	down	NA	0.00757	0.00505	-0.68	0.26	0.0045	NA	down	no	core_ESR_down
166	YLR397C	1423	0.006008566	0.023624702	-0.019188373	0.006984413	6.514352156	0.054605301	0.001586377	0.020238183	0.008137801	0.020238183	AFG2	AFG2	YLR397C	response to drug || ATPase activity || YLR397C || 1085072	1.77	0.203	0.25	NA	down	NA	0.00275	0.0019	-0.44	0.26	0.0027	NA	down	no	core_ESR_down
167	YJR043C	3159	0.160486767	0.28434455	-0.009693059	0.006906661	4.666017032	0.031963102	0.010500015	0.007173251	0.010841336	0.010841336	POL32	POL32	YJR043C	nucleotide-excision repair* || delta DNA polymerase activity || YJR043C || 1082983	1.78	0.202	0.18	NA	down	NA	0.0165	0.0107	-0.55	0.29	0.0166	NA	NA	no	core_ESR_down
168	YLL008W	2932	0.123768704	0.23626652	-0.015941917	0.010357639	6.910110997	0.092858193	0.00122994	0.046766296	0.008432264	0.046766296	DRS1	DRS1	YLL008W	35S primary transcript processing* || ATP-dependent RNA helicase activity || YLL008W || 1083906	1.79	0.197	0.39	NA	down	NA	1e-04	4.97e-05	-0.6	0.2	0	NA	NA	no	core_ESR_down
169	YDR339C	1789	0.016609501	0.051992607	-0.01526317	0.006372293	5.315544722	0.036912384	0.00551091	0.012655835	0.008417581	0.012655835	FCF1	YDR339C	YDR339C	biological process unknown || molecular function unknown || YDR339C || 1085927	1.8	0.196	0.12	NA	down	NA	0.0586	0.0414	-0.09	0.33	0.0655	NA	NA	no	core_ESR_down
170	YER127W	1843	0.018664331	0.056662937	-0.023061246	0.00980425	4.973075898	0.092450256	0.008820119	0.034184433	0.009342576	0.034184433	LCP5	LCP5	YER127W	rRNA modification* || RNA binding || YER127W || 1085502	1.8	0.196	0.28	NA	down	NA	0.00118	0.000844	-0.44	0.24	8e-04	NA	NA	no	core_ESR_down
171	YPR033C	2495	0.064466762	0.144617422	-0.008614134	0.004658963	8.313576695	0.018588449	0.000246439	0.001531138	0.009464565	0.009464565	HTS1	HTS1	YPR033C	histidyl-tRNA aminoacylation || histidine-tRNA ligase activity || YPR033C || 1086187	1.83	0.189	0.24	NA	down	NA	0.00391	0.00261	-0.48	0.23	4e-04	NA	NA	no	core_ESR_down
172	YOR168W	177	2.9e-08	9.16e-07	-0.025818098	0.004653893	8.08251198	0.080143459	0.000356398	0.00833691	0.009333483	0.009333483	GLN4	GLN4	YOR168W	glutaminyl-tRNA aminoacylation || glutamine-tRNA ligase activity || YOR168W || 1084593	1.86	0.183	0.34	NA	down	NA	0.00029	0.00018	-0.36	0.21	0	NA	down	no	core_ESR_down
173	YOR252W	977	0.001221174	0.006995815	-0.031182797	0.00964251	4.952591002	0.098376408	0.007549102	0.034048268	0.009420459	0.034048268	TMA16	YOR252W	YOR252W	biological process unknown || molecular function unknown || YOR252W || 1082992	1.86	0.181	0.09	NA	down	NA	0.0988	0.0723	-0.34	0.4	0.344	NA	NA	no	core_ESR_down
174	YPL146C	1578	0.009525191	0.03378485	-0.022037512	0.00850014	5.599179307	0.066236521	0.004225761	0.028099185	0.008035758	0.028099185	NOP53	NOP53	YPL146C	ribosome biogenesis* || protein binding || YPL146C || 1085152	1.86	0.182	0.11	NA	down	NA	0.0635	0.0449	-0.37	0.39	0.286	NA	down	no	core_ESR_down
175	YDR161W	2346	0.049803478	0.118819294	-0.019536467	0.009959211	6.137817358	0.084079072	0.002486769	0.041887939	0.007925281	0.041887939	YDR161W	YDR161W	YDR161W	biological process unknown || molecular function unknown || YDR161W || 1083018	1.88	0.177	0.37	NA	down	NA	0.00014	8.17e-05	-0.58	0.21	1e-04	NA	NA	no	core_ESR_down
176	YOR294W	3061	0.14489633	0.264941117	-0.017978173	0.01233242	5.779459178	0.111878036	0.003414278	0.064628534	0.007921144	0.064628534	RRS1	RRS1	YOR294W	rRNA processing* || molecular function unknown || YOR294W || 1086764	1.88	0.176	0.3	NA	down	NA	7e-04	0.000492	-0.39	0.24	9e-04	NA	NA	no	core_ESR_down
177	YBR121C	2284	0.044034059	0.10790658	-0.009466832	0.004701058	8.89593764	0.020006831	0.000142068	0.001657999	0.009745211	0.009745211	GRS1	GRS1	YBR121C	glycyl-tRNA aminoacylation* || glycine-tRNA ligase activity || YBR121C || 1081685	1.89	0.176	0.3	NA	down	NA	0.00088	0.000583	-0.42	0.22	2e-04	NA	NA	no	core_ESR_down
178	YDR280W	337	2.75e-06	4.58e-05	-0.024614189	0.005250116	5.614289737	0.039534393	0.00430686	0.007015735	0.008024855	0.008024855	RRP45	RRP45	YDR280W	35S primary transcript processing* || 3'-5'-exoribonuclease activity || YDR280W || 1086082	1.91	0.172	0.52	NA	down	NA	0	6.05e-07	-0.41	0.19	0	NA	down	no	core_ESR_down
179	YNL256W	209	7.26e-08	1.94e-06	-0.024871731	0.004619033	7.277988337	0.049776203	0.000780951	0.005534472	0.008764308	0.008764308	FOL1	FOL1	YNL256W	folic acid and derivative biosynthesis || 2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase activity* || YNL256W || 1086875	1.91	0.17	0.09	NA	down	NA	0.106	0.0783	-0.15	0.44	0.529	NA	down	no	core_ESR_down
180	YPR190C	1740	0.014864224	0.047813252	-0.023481201	0.00964055	6.185798209	0.096041842	0.0024526	0.039127855	0.007936339	0.039127855	RPC82	RPC82	YPR190C	transcription from RNA polymerase III promoter || DNA-directed RNA polymerase activity || YPR190C || 1082173	1.98	0.156	0.32	NA	down	NA	0.00039	0.00029	-0.94	0.25	0.002	NA	down	TEL	core_ESR_down
181	YDL061C	5510	0.962813911	0.978164321	0.000240418	0.005156679	7.491583947	0.04787465	0.000613809	0.011282872	0.008947872	0.011282872	RPS29B	RPS29B	YDL061C	protein biosynthesis || structural constituent of ribosome || YDL061C || 1081582	1.99	0.155	0.21	NA	down	NA	0.00678	0.00445	-0.33	0.28	0.0127	NA	NA	no	core_ESR_down
182	YHR020W	3686	0.285630423	0.433714996	0.005034713	0.004715226	9.122457236	0.007651365	0.000112351	0.004553591	0.009834615	0.009834615	YHR020W	YHR020W	YHR020W	tRNA aminoacylation for protein translation || proline-tRNA ligase activity || YHR020W || 1083774	2	0.154	0.23	NA	down	NA	0.00444	0.00294	-0.4	0.28	0.0116	NA	NA	no	core_ESR_down
183	YML073C	1692	0.013012696	0.043030086	-0.011630713	0.004683342	8.638340413	0.027175013	0.000182906	0.006006679	0.009629994	0.009629994	RPL6A	RPL6A	YML073C	protein biosynthesis* || structural constituent of ribosome* || YML073C || 1083762	2.01	0.151	0.27	NA	down	NA	0.00146	0.00107	-0.53	0.22	1e-04	NA	down	no	core_ESR_down
184	YGL111W	3578	0.255945349	0.400322379	-0.008407948	0.007401188	6.304221039	0.049581071	0.002156178	0.02235073	0.007978425	0.02235073	NSA1	NSA1	YGL111W	ribosomal large subunit biogenesis || molecular function unknown || YGL111W || 1082896	2.02	0.149	0.32	NA	down	NA	0.00041	3e-04	-0.44	0.24	8e-04	NA	NA	no	core_ESR_down
185	YGL070C	2874	0.111696201	0.217523882	-0.00942802	0.005927279	5.071299262	0.015874836	0.00670535	0.003538061	0.009012618	0.009012618	RPB9	RPB9	YGL070C	transcription from RNA polymerase II promoter || DNA-directed RNA polymerase activity || YGL070C || 1083891	2.03	0.146	0.28	NA	down	NA	0.00142	0.00102	-0.66	0.26	0.0033	NA	NA	no	core_ESR_down
186	YML082W	1252	0.00349016	0.015590125	-0.014582679	0.00499252	5.76823947	0.034971629	0.003223038	0.005432191	0.007928257	0.007928257	YML082W	YML082W	YML082W	sulfur metabolism || carbon-sulfur lyase activity || YML082W || 1086323	2.04	0.144	0.38	NA	down	NA	0.00012	6.59e-05	-0.67	0.24	6e-04	NA	down	no	core_ESR_down
187	YHR169W	1255	0.003564506	0.015896846	-0.0300891	0.010324527	5.788445124	0.103119362	0.003310558	0.044379296	0.007915816	0.044379296	DBP8	DBP8	YHR169W	35S primary transcript processing || ATP-dependent RNA helicase activity || YHR169W || 1084927	2.06	0.141	0.33	NA	down	NA	0.00038	0.000264	-0.71	0.24	0.0013	NA	down	no	core_ESR_down
188	YBL092W	1195	0.002919778	0.013663878	-0.014058171	0.004723753	9.234823244	0.024802168	0.000108191	0.006313501	0.009874783	0.009874783	RPL32	RPL32	YBL092W	protein biosynthesis || structural constituent of ribosome || YBL092W || 1086098	2.07	0.138	0.22	NA	down	NA	0.00666	0.00436	-0.5	0.25	0.0019	NA	down	no	core_ESR_down
189	YIL020C	328	2.16e-06	3.68e-05	-0.031292707	0.00660465	5.072100024	0.073212615	0.006636062	0.012879685	0.009010195	0.012879685	HIS6	HIS6	YIL020C	histidine biosynthesis || 1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase activity || YIL020C || 1080863	2.1	0.133	0.26	NA	down	NA	0.00227	0.00153	-0.22	0.28	0.0083	NA	down	no	core_ESR_down
190	YKL078W	2175	0.036217033	0.093198497	-0.031063492	0.014831107	5.766325804	0.188982114	0.00357022	0.094838314	0.007929465	0.094838314	DHR2	DHR2	YKL078W	ribosome biogenesis || RNA helicase activity || YKL078W || 1083415	2.1	0.133	0.23	NA	down	NA	0.00424	0.00286	-0.46	0.31	0.0338	NA	NA	no	core_ESR_down
191	YDR429C	2214	0.038687875	0.097758932	-0.01178328	0.005699313	6.950634539	0.025422612	0.001007381	0.013524794	0.008465623	0.013524794	TIF35	TIF35	YDR429C	translational initiation || translation initiation factor activity || YDR429C || 1081429	2.11	0.132	0.35	NA	down	NA	0.00022	0.00013	-0.49	0.22	3e-04	NA	NA	no	core_ESR_down
192	YNL001W	607	7.97e-05	0.00073522	-0.020919137	0.005302435	5.476538204	0.034105316	0.004427576	0.004416854	0.008151143	0.008151143	DOM34	DOM34	YNL001W	protein biosynthesis* || molecular function unknown || YNL001W || 1086898	2.12	0.131	0.19	NA	down	NA	0.0134	0.00868	-0.2	0.32	0.048	NA	down	no	core_ESR_down
193	YDL051W	1930	0.022746183	0.065963931	-0.017955994	0.007883489	6.841130135	0.073381902	0.001214273	0.026590702	0.008379151	0.026590702	LHP1	LHP1	YDL051W	tRNA processing || RNA binding || YDL051W || 1085313	2.13	0.129	0.52	NA	down	NA	0	5.93e-07	-0.65	0.19	0	NA	NA	no	core_ESR_down
194	YML060W	4984	0.748820519	0.840795199	-0.00226182	0.007063883	4.845309536	0.041955968	0.008542185	0.013781846	0.009883937	0.013781846	OGG1	OGG1	YML060W	DNA repair* || purine-specific oxidized base lesion DNA N-glycosylase activity || YML060W || 1081539	2.13	0.129	0.24	NA	down	NA	0.0035	0.00237	-0.58	0.27	0.005	NA	NA	no	core_ESR_down
195	YLL036C	512	2.9e-05	0.000317489	-0.020908473	0.005000638	5.749749349	0.034015296	0.003247812	0.007323866	0.007939778	0.007939778	PRP19	PRP19	YLL036C	nuclear mRNA splicing, via spliceosome* || RNA splicing factor activity, transesterification mechanism || YLL036C || 1085859	2.14	0.127	0.44	NA	down	NA	1e-05	1.1e-05	-0.51	0.23	5e-04	NA	down	no	core_ESR_down
196	YHR065C	2025	0.027005848	0.07464283	-0.017830733	0.008062976	6.244373302	0.056134974	0.002223877	0.026861612	0.00795103	0.026861612	RRP3	RRP3	YHR065C	35S primary transcript processing || ATP-dependent RNA helicase activity || YHR065C || 1083227	2.15	0.125	0.32	NA	down	NA	0.00043	0.000309	-0.64	0.25	0.0019	NA	NA	no	core_ESR_down
197	YER082C	3020	0.138451433	0.256449836	-0.013936934	0.009406789	6.122755188	0.086255539	0.002570587	0.037017859	0.007921345	0.037017859	UTP7	UTP7	YER082C	rRNA processing || snoRNA binding || YER082C || 1083306	2.16	0.123	0.43	NA	down	NA	3e-05	1.51e-05	-0.9	0.23	4e-04	NA	NA	no	core_ESR_down
198	YKR056W	860	0.000628247	0.00408872	-0.030913899	0.009041486	6.379153914	0.110730482	0.002169781	0.034403614	0.008026908	0.034403614	TRM2	TRM2	YKR056W	tRNA modification || tRNA (m5U54) methyltransferase activity || YKR056W || 1083176	2.16	0.124	0.58	NA	down	NA	0	6.18e-08	-0.55	0.2	0	NA	down	no	core_ESR_down
199	YHR143W-A	5234	0.849663103	0.908645205	-0.001284412	0.006776174	4.868612989	0.050078073	0.009424881	0.011117689	0.009775988	0.011117689	RPC10	RPC10	YHR143W-A	transcription from RNA polymerase II promoter* || DNA-directed RNA polymerase activity || YHR143W-A || 1086085	2.17	0.122	0.25	NA	down	NA	0.00299	0.00204	-0.27	0.26	0.0045	NA	NA	no	core_ESR_down
200	YHR066W	2185	0.03679857	0.094279208	-0.019629053	0.009400924	5.889936928	0.082860423	0.003303447	0.03623565	0.007883438	0.03623565	SSF1	SSF1	YHR066W	ribosomal large subunit assembly and maintenance* || rRNA binding || YHR066W || 1080990	2.18	0.12	0.51	NA	down	NA	0	8.41e-07	-0.43	0.22	2e-04	NA	NA	no	core_ESR_down
201	YGL148W	4871	0.706423965	0.811713187	-0.00175643	0.004663131	8.211277769	0.017921014	0.000320503	0.005476895	0.009407885	0.009407885	ARO2	ARO2	YGL148W	aromatic amino acid family biosynthesis || chorismate synthase activity* || YGL148W || 1085795	2.19	0.119	0.12	NA	down	NA	0.0498	0.0349	-1.03	0.43	0.498	NA	NA	no	core_ESR_down
202	YNL067W	2441	0.058697089	0.134587304	-0.008817381	0.004664157	8.248348258	0.029100758	0.000303995	0.004821953	0.009428674	0.009428674	RPL9B	RPL9B	YNL067W	protein biosynthesis || structural constituent of ribosome || YNL067W || 1082917	2.19	0.118	0.33	NA	down	NA	0.00038	0.000261	-0.44	0.22	2e-04	NA	NA	no	core_ESR_down
203	YBR143C	922	0.000848554	0.005151143	-0.015509792	0.00464859	8.112436936	0.024862629	0.000316733	0.00254433	0.009351076	0.009351076	SUP45	SUP45	YBR143C	cytokinesis* || translation release factor activity, codon specific || YBR143C || 1086863	2.22	0.114	0.44	NA	down	NA	1e-05	9.95e-06	-0.43	0.23	5e-04	NA	down	no	core_ESR_down
204	YBR155W	1074	0.001889525	0.009846993	-0.030475073	0.009808304	5.128749011	0.107963331	0.006554667	0.036485449	0.008848239	0.036485449	CNS1	CNS1	YBR155W	protein folding || unfolded protein binding || YBR155W || 1084414	2.22	0.114	0.24	NA	down	NA	0.0032	0.00218	-0.64	0.29	0.014	NA	down	no	core_ESR_down
205	YOR217W	816	0.000470313	0.003225906	-0.016365713	0.00467977	6.389691712	0.020118096	0.001763227	0.004459441	0.008034712	0.008034712	RFC1	RFC1	YOR217W	DNA repair* || purine nucleotide binding || YOR217W || 1086402	2.24	0.111	0.35	NA	down	NA	0.00024	0.00015	-0.71	0.27	0.0077	NA	down	no	core_ESR_down
206	YNL124W	2964	0.128681239	0.243006551	-0.018134295	0.011935774	5.870137347	0.117312147	0.003487772	0.060248524	0.007886196	0.060248524	NAF1	NAF1	YNL124W	transport* || RNA binding* || YNL124W || 1085657	2.25	0.109	0.38	NA	down	NA	0.00012	6.98e-05	-0.73	0.25	0.0026	NA	NA	no	core_ESR_down
207	YKL080W	2741	0.092848083	0.189591654	-0.007816179	0.004650932	8.102942927	0.011606936	0.000332042	0.005279571	0.009345514	0.009345514	VMA5	VMA5	YKL080W	vacuolar acidification || hydrogen-transporting ATPase activity, rotational mechanism || YKL080W || 1086684	2.26	0.109	0.31	NA	down	NA	0.00052	0.000379	-0.16	0.27	0.006	NA	NA	no	core_ESR_down
208	YLR276C	1415	0.005927025	0.023427654	-0.023817648	0.008655325	6.402110043	0.079395325	0.001905977	0.031610036	0.00804416	0.031610036	DBP9	DBP9	YLR276C	35S primary transcript processing* || ATP-dependent RNA helicase activity || YLR276C || 1084439	2.26	0.109	0.22	NA	down	NA	0.00615	0.00411	-0.64	0.32	0.0526	NA	down	no	core_ESR_down
209	YOR021C	1137	0.002455811	0.012088985	-0.018576246	0.006133338	6.275910096	0.04407078	0.00217547	0.014654347	0.007964015	0.014654347	YOR021C	YOR021C	YOR021C	biological process unknown || molecular function unknown || YOR021C || 1084619	2.27	0.107	0.35	NA	down	NA	0.00027	0.000161	-0.56	0.24	8e-04	NA	down	no	core_ESR_down
210	YNR043W	741	0.000272222	0.002056178	0.016961174	0.00465916	8.328255132	0.022175294	0.000239307	0.008922579	0.00947252	0.00947252	MVD1	MVD1	YNR043W	ergosterol biosynthesis* || diphosphomevalonate decarboxylase activity || YNR043W || 1082320	2.28	0.106	0.32	NA	down	NA	0.00049	0.00035	-0.56	0.26	0.0043	NA	up	no	core_ESR_down
211	YHR042W	1638	0.011515884	0.039349454	0.011749691	0.004650319	8.153220494	0.009377578	0.000300246	0.006019443	0.009374758	0.009374758	NCP1	NCP1	YHR042W	ergosterol biosynthesis || electron transporter activity || YHR042W || 1080951	2.29	0.104	0.14	NA	down	NA	0.0383	0.026	-0.72	0.45	0.619	NA	up	no	core_ESR_down
212	YNL119W	642	0.00011785	0.001027425	-0.031978762	0.008304973	5.432368031	0.077901061	0.004880891	0.025976706	0.008209353	0.025976706	NCS2	NCS2	YNL119W	pseudohyphal growth* || molecular function unknown || YNL119W || 1084871	2.31	0.101	0.22	NA	down	NA	0.00539	0.00363	-0.48	0.31	0.0402	NA	down	no	core_ESR_down
213	YJR143C	1501	0.007674135	0.028615678	0.012469189	0.004676974	8.514496608	0.018634642	0.000216697	0.00627091	0.009569537	0.009569537	PMT4	PMT4	YJR143C	protein amino acid O-linked glycosylation || dolichyl-phosphate-mannose-protein mannosyltransferase activity || YJR143C || 1084411	2.32	0.101	0.38	NA	down	NA	0.00012	6.7e-05	-0.86	0.26	0.0029	NA	up	no	core_ESR_down
214	YLR409C	1587	0.00977722	0.034482104	-0.024269697	0.009393714	7.376322113	0.084146065	0.000664631	0.03881384	0.008852855	0.03881384	UTP21	UTP21	YLR409C	35S primary transcript processing || snoRNA binding || YLR409C || 1081448	2.32	0.0992	0.23	NA	down	NA	0.00458	0.00302	-0.7	0.32	0.0611	NA	down	no	core_ESR_down
215	YNR054C	2693	0.086316023	0.179395018	-0.019044122	0.011103413	4.615816146	0.067303644	0.011055903	0.044100841	0.011148675	0.044100841	ESF2	YNR054C	YNR054C	biological process unknown || transcription regulator activity || YNR054C || 1081312	2.32	0.1	0.5	NA	down	NA	0	1.47e-06	-0.51	0.23	5e-04	NA	NA	no	core_ESR_down
216	YGR245C	2345	0.049779833	0.118813528	-0.020585486	0.01049289	7.045889575	0.099320446	0.000939665	0.04831823	0.00854887	0.04831823	SDA1	SDA1	YGR245C	actin cytoskeleton organization and biogenesis* || molecular function unknown || YGR245C || 1083234	2.33	0.0982	0.32	NA	down	NA	0.00044	0.000325	-0.54	0.31	0.0348	NA	NA	no	core_ESR_down
217	YPL217C	1695	0.013046165	0.043079282	-0.022970167	0.009252812	7.274684558	0.081675286	0.000738655	0.037564374	0.008761258	0.037564374	BMS1	BMS1	YPL217C	rRNA processing* || GTP binding || YPL217C || 1084488	2.33	0.098	0.41	NA	down	NA	4e-05	2.46e-05	-0.64	0.26	0.0027	NA	down	no	core_ESR_down
218	YML043C	3174	0.163343298	0.288037946	-0.019020931	0.01364569	4.981178695	0.109573905	0.008400925	0.074905141	0.0093127	0.074905141	RRN11	RRN11	YML043C	transcription from RNA polymerase I promoter || RNA polymerase I transcription factor activity || YML043C || 1082512	2.34	0.097	0.3	NA	down	NA	0.00076	0.000533	-0.81	0.29	0.0172	NA	NA	no	core_ESR_down
219	YGR078C	3540	0.245587358	0.388291651	-0.007010462	0.006037599	5.042721513	0.027234757	0.007206753	0.007597684	0.009101752	0.009101752	PAC10	PAC10	YGR078C	tubulin folding || tubulin binding || YGR078C || 1083064	2.35	0.0958	0.33	NA	down	NA	0.00037	0.000256	-0.47	0.26	0.0043	NA	NA	no	core_ESR_down
220	YDL150W	3161	0.160764855	0.284657038	-0.010644533	0.007589664	5.604453204	0.066644234	0.004159117	0.021611852	0.008031894	0.021611852	RPC53	RPC53	YDL150W	transcription from RNA polymerase III promoter || DNA-directed RNA polymerase activity || YDL150W || 1080941	2.36	0.0941	0.37	NA	down	NA	0.00014	9.09e-05	-0.89	0.27	0.0078	NA	NA	no	core_ESR_down
221	YBL068W	3253	0.179778426	0.309320581	-0.008856131	0.00660197	5.846287735	0.038898371	0.003225319	0.016274598	0.007891625	0.016274598	PRS4	PRS4	YBL068W	histidine biosynthesis* || ribose phosphate diphosphokinase activity || YBL068W || 1081875	2.37	0.0937	0.15	NA	down	NA	0.0299	0.02	-0.4	0.38	0.234	NA	NA	no	core_ESR_down
222	YCR016W	2392	0.053983968	0.126316166	-0.020279936	0.010524288	4.954020724	0.092348891	0.008142489	0.041410637	0.009414911	0.041410637	YCR016W	YCR016W	YCR016W	biological process unknown || molecular function unknown || YCR016W || 1080689	2.37	0.0937	0.17	NA	down	NA	0.0181	0.012	-0.36	0.4	0.326	NA	NA	no	core_ESR_down
223	YBL028C	1635	0.011420589	0.039095435	-0.022340704	0.008831856	5.075532308	0.077978911	0.006330797	0.028566325	0.008999852	0.028566325	YBL028C	YBL028C	YBL028C	biological process unknown || molecular function unknown || YBL028C || 1084128	2.38	0.092	0.08	NA	down	NA	0.116	0.0861	-0.29	0.53	0.857	NA	down	no	core_ESR_down
224	YER036C	3943	0.367070681	0.520916481	-0.004233164	0.004693222	8.792883921	0.02064613	0.000153512	0.008074941	0.009700836	0.009700836	ARB1	NA	YER036C	biological process unknown || ATPase activity, coupled to transmembrane movement of substances || YER036C || 1081063	2.38	0.0928	0.37	NA	down	NA	0.00014	9.41e-05	-0.71	0.28	0.0114	NA	down	no	core_ESR_down
225	YGR103W	2099	0.031342966	0.083576265	-0.021150083	0.00982495	7.799058586	0.080192149	0.000441992	0.042744344	0.009157925	0.042744344	NOP7	NOP7	YGR103W	processing of 20S pre-rRNA* || molecular function unknown || YGR103W || 1086383	2.38	0.0928	0.49	NA	down	NA	0	2.25e-06	-0.6	0.25	0.0019	NA	NA	no	core_ESR_down
226	YKL110C	1494	0.007511532	0.028140594	-0.024311205	0.009094176	5.619321163	0.087884525	0.003919675	0.033081228	0.008021334	0.033081228	KTI12	KTI12	YKL110C	carbon utilization || enzyme regulator activity || YKL110C || 1084633	2.38	0.0921	0.34	NA	down	NA	0.00031	0.000199	-0.63	0.28	0.0113	NA	down	no	core_ESR_down
227	YMR131C	1182	0.002821291	0.01335936	-0.028257471	0.009461523	7.219052548	0.113527704	0.000835743	0.039214735	0.008709498	0.039214735	RRB1	RRB1	YMR131C	ribosome biogenesis || molecular function unknown || YMR131C || 1086618	2.38	0.0918	0.37	NA	down	NA	0.00014	7.22e-05	-0.64	0.27	0.0066	NA	down	no	core_ESR_down
228	YOR361C	5164	0.82601752	0.895278865	0.001026776	0.004671153	8.435121687	0.008164276	0.000232807	0.003055701	0.00952908	0.00952908	PRT1	PRT1	YOR361C	translational initiation || translation initiation factor activity || YOR361C || 1083022	2.38	0.092	0.42	NA	down	NA	3e-05	1.81e-05	-0.68	0.24	0.0013	NA	NA	no	core_ESR_down
