ORF	entrex.id	pval	qval	b	se_b	mean_obs	var_obs	tech_var	sigma_sq	smooth_sigma_sq	final_sigma_sq	gene_id	Name	Link	Annotation	Growth.Rate.Slope	Bootstrapped.p.value.of.slope	R.2	Growth.Rate.Response..1.5SD	ESR	Calibration.gene.	Bootstrapped.p.value.of.R.2	p.value.of.R.2	Growth.Rate.Baseline	Variability	Bootstrapped.p.value.of.variability	Unresponsive.	beta.sig_up.down.	subtelomeric	category
154	YKR050W	659	0.000132978	0.001129406	0.03021694	0.007908379	6.268840199	0.106603276	0.00210807	0.025872758	0.00796081	0.025872758	TRK2	TRK2	YKR050W	potassium ion homeostasis || potassium ion transporter activity || YKR050W || 1086347	-0.99	0.469	0.04	NA	NA	NA	0.277	0.227	0.18	0.34	0.107	NA	up	no	Insensitive_up
155	YDR255C	466	1.85e-05	0.000222484	0.041546861	0.009703017	4.797731425	0.170295478	0.009349057	0.032771993	0.010116245	0.032771993	RMD5	RMD5	YDR255C	negative regulation of gluconeogenesis || molecular function unknown || YDR255C || 1083141	-0.98	0.473	0.06	NA	up	NA	0.194	0.152	0.3	0.27	0.007	NA	up	no	Insensitive_up
156	YNL063W	776	0.000343284	0.002478662	0.025855857	0.00722183	4.98602357	0.086252246	0.007616455	0.015717059	0.009295081	0.015717059	MTQ1	YNL063W	YNL063W	biological process unknown || S-adenosylmethionine-dependent methyltransferase activity || YNL063W || 1080786	-0.97	0.481	0.13	NA	NA	NA	0.049	0.0342	0.25	0.19	0	yes	NA	no	Insensitive_up
157	YOL060C	455	1.69e-05	0.000207349	0.025050126	0.005821657	6.881105247	0.057327361	0.001052399	0.014110384	0.008409323	0.014110384	MAM3	MAM3	YOL060C	mitochondrion organization and biogenesis* || molecular function unknown || YOL060C || 1083362	-0.96	0.481	0.08	NA	NA	NA	0.125	0.0933	-0.23	0.24	8e-04	NA	up	no	Insensitive_up
158	YGR189C	55	1.29e-14	1.31e-12	0.039225893	0.005089789	8.218541265	0.115600961	0.000281587	0.011308459	0.009411981	0.011308459	CRH1	CRH1	YGR189C	biological process unknown || molecular function unknown || YGR189C || 1084565	-0.95	0.488	0.02	NA	NA	NA	0.443	0.39	0.3	0.44	0.552	NA	up	no	Insensitive_up
159	YGR023W	567	5.32e-05	0.000524704	0.030547549	0.007558875	5.399437741	0.115337577	0.00463044	0.02093186	0.008260416	0.02093186	MTL1	MTL1	YGR023W	cell wall organization and biogenesis || molecular function unknown || YGR023W || 1080930	-0.93	0.495	0.1	NA	up	NA	0.0841	0.0606	0.22	0.21	0	yes	up	no	Insensitive_up
160	YFR018C	2104	0.031560568	0.083956511	0.032389338	0.015065283	5.574858069	0.120590617	0.003946725	0.097593987	0.008054494	0.097593987	YFR018C	YFR018C	YFR018C	biological process unknown || molecular function unknown || YFR018C || 1081727	-0.91	0.508	0.02	NA	NA	NA	0.444	0.392	-0.06	0.43	0.515	NA	NA	no	Insensitive_up
161	YJL107C	120	5.73e-10	2.67e-08	0.075258117	0.012142964	4.84997772	0.470243697	0.009971043	0.055997217	0.009862004	0.055997217	YJL107C	YJL107C	YJL107C	biological process unknown || molecular function unknown || YJL107C || 1086909	-0.91	0.507	0.02	NA	NA	NA	0.507	0.456	0.08	0.52	0.834	NA	up	no	Insensitive_up
162	YLR153C	171	1.7e-08	5.57e-07	0.026729372	0.004739431	9.57559646	0.040718455	6.99e-05	0.006863527	0.009979485	0.009979485	ACS2	ACS2	YLR153C	acetyl-CoA biosynthesis || acetate-CoA ligase activity || YLR153C || 1083029	-0.91	0.507	0.03	NA	NA	NA	0.327	0.276	0.25	0.29	0.0156	NA	up	no	Insensitive_up
163	YLR376C	2142	0.033869648	0.088500663	0.02517414	0.011865526	3.512038927	0.139473269	0.038267213	0.024721053	0.023110604	0.024721053	PSY3	PSY3	YLR376C	error-free DNA repair || molecular function unknown || YLR376C || 1082883	-0.89	0.517	0.16	NA	NA	NA	0.0255	0.0172	0.4	0.16	0	yes	NA	no	Insensitive_up
164	YGR131W	1015	0.001472051	0.00811731	0.044670517	0.014046724	3.035496626	0.118657945	0.054531102	0.005745617	0.033743497	0.033743497	YGR131W	YGR131W	YGR131W	biological process unknown || molecular function unknown || YGR131W || 1083292	-0.88	0.521	0.08	NA	NA	NA	0.138	0.104	0.45	0.21	0	yes	up	no	Insensitive_up
165	YMR034C	13	5.57e-23	2.4e-20	0.084499432	0.008560558	4.258370768	0.478655381	0.018996375	0.007897255	0.013789727	0.013789727	YMR034C	YMR034C	YMR034C	biological process unknown || sterol transporter activity || YMR034C || 1083910	-0.87	0.523	0.03	NA	NA	NA	0.396	0.344	0.21	0.35	0.133	NA	up	no	Insensitive_up
166	YDR034W-B	82	3.94e-12	2.69e-10	0.170129889	0.024516861	2.705961098	2.271891886	0.139923339	0.12899187	0.044492592	0.12899187	YDR034W-B	YDR034W-B	YDR034W-B	biological process unknown || molecular function unknown || YDR034W-B || 1086029	-0.83	0.544	0.02	NA	NA	NA	0.444	0.392	0.46	0.34	0.101	NA	up	no	Insensitive_up
167	YER066W	1397	0.005727576	0.022938815	0.030723841	0.011119809	3.561448252	0.1003459	0.03305784	-0.001742357	0.022261917	0.022261917	RRT13	YER066W	YER066W	biological process unknown || molecular function unknown || YER066W || 1081242	-0.83	0.541	0.04	NA	NA	NA	0.295	0.245	0.22	0.29	0.0138	NA	NA	no	Insensitive_up
168	YOR136W	1387	0.005519111	0.022271424	0.03100248	0.011171813	7.627811853	0.152556347	0.000511257	0.055327145	0.009044203	0.055327145	IDH2	IDH2	YOR136W	tricarboxylic acid cycle* || isocitrate dehydrogenase (NAD+) activity || YOR136W || 1085780	-0.8	0.56	0.02	NA	NA	NA	0.436	0.384	0.03	0.35	0.134	NA	up	no	Insensitive_up
169	YKL035W	417	1.04e-05	0.000140092	0.038847675	0.008813179	7.937444504	0.129535079	0.000378501	0.034371181	0.009245636	0.034371181	UGP1	UGP1	YKL035W	protein amino acid glycosylation* || UTP-glucose-1-phosphate uridylyltransferase activity || YKL035W || 1080709	-0.78	0.57	0.03	NA	up	NA	0.393	0.341	0.63	0.3	0.025	NA	up	no	Insensitive_up
170	YHR054C	86	5.81e-12	3.78e-10	0.109045422	0.015839752	4.974292502	0.734235743	0.077514923	0.034734051	0.009338057	0.034734051	YHR054C	YHR054C	YHR054C	biological process unknown || molecular function unknown || YHR054C || 1082210	-0.74	0.586	0.06	NA	NA	NA	0.2	0.157	0.09	0.21	0	yes	up	no	Insensitive_up
171	YOR317W	145	5.8e-09	2.24e-07	0.028433097	0.004883492	8.591302887	0.071754303	0.000187835	0.010481727	0.009607416	0.010481727	FAA1	FAA1	YOR317W	lipid metabolism* || long-chain-fatty-acid-CoA ligase activity || YOR317W || 1084753	-0.74	0.588	0.02	NA	up	NA	0.48	0.429	0.51	0.34	0.114	NA	up	no	Insensitive_up
172	YDL218W	2148	0.034092287	0.088833579	0.031233895	0.014740072	3.200133272	0.196988807	0.045994845	0.05120931	0.029510345	0.05120931	YDL218W	YDL218W	YDL218W	biological process unknown || molecular function unknown || YDL218W || 1083008	-0.56	0.683	0.01	NA	NA	NA	0.648	0.608	0.17	0.41	0.384	NA	NA	no	Insensitive_up
173	YDL130W-A	1063	0.001792614	0.009438625	0.055022341	0.017620683	4.436200537	0.45214154	0.016662045	0.122247194	0.012381504	0.122247194	STF1	STF1	YDL130W-A	ATP synthesis coupled proton transport || molecular function unknown || YDL130W-A || 1083665	-0.53	0.696	0.01	NA	NA	NA	0.661	0.622	-0.43	0.42	0.432	NA	up	no	Insensitive_up
174	YDR488C	1115	0.002251562	0.011298939	0.0345944	0.011324335	4.871681516	0.114084453	0.008367081	0.049006381	0.00976206	0.049006381	PAC11	PAC11	YDR488C	nuclear migration, microtubule-mediated* || microtubule motor activity* || YDR488C || 1081799	-0.46	0.738	0.01	NA	NA	NA	0.635	0.594	0.46	0.29	0.0192	NA	up	no	Insensitive_up
175	YJL108C	67	2.28e-13	1.91e-11	0.071883189	0.009805278	5.436512558	0.401062556	0.005315833	0.037697737	0.008203414	0.037697737	PRM10	PRM10	YJL108C	conjugation with cellular fusion || molecular function unknown || YJL108C || 1082535	-0.45	0.743	0	NA	NA	NA	0.779	0.751	0.06	0.59	0.952	NA	up	no	Insensitive_up
176	YDR525W-A	595	7.18e-05	0.00067455	0.025129931	0.006329732	5.794526501	0.052327692	0.003192085	0.014732794	0.007912465	0.014732794	SNA2	SNA2	YDR525W-A	biological process unknown || molecular function unknown || YDR525W-A || 1086695	-0.44	0.746	0.01	NA	NA	NA	0.569	0.522	-0.09	0.27	0.0074	NA	up	no	Insensitive_up
177	YLR446W	432	1.19e-05	0.000154553	0.035282137	0.00805677	4.631523308	0.088379392	0.010743813	0.018296923	0.01105071	0.018296923	YLR446W	YLR446W	YLR446W	biological process unknown || molecular function unknown || YLR446W || 1086182	-0.44	0.747	0.02	NA	NA	NA	0.509	0.459	0.42	0.24	0.0011	NA	up	no	Insensitive_up
178	YGR153W	726	0.000240985	0.00185784	0.052162833	0.014206899	3.288397106	0.248173758	0.045148356	0.045150913	0.027500838	0.045150913	YGR153W	YGR153W	YGR153W	biological process unknown || molecular function unknown || YGR153W || 1083209	-0.41	0.766	0.01	NA	NA	NA	0.548	0.5	0.27	0.24	0.001	NA	up	no	Insensitive_up
179	YFR026C	1813	0.017794663	0.054912174	0.036574447	0.015433146	3.011220883	0.186770081	0.072134271	0.011341573	0.034425821	0.034425821	ULI1	YFR026C	YFR026C	biological process unknown || molecular function unknown || YFR026C || 1084054	-0.39	0.773	0.01	NA	NA	NA	0.622	0.579	0.14	0.25	0.0018	NA	NA	no	Insensitive_up
180	YNL289W	891	0.000728016	0.004573179	0.026064646	0.00771416	5.929711033	0.08932781	0.002732051	0.023891315	0.007882096	0.023891315	PCL1	PCL1	YNL289W	cell cycle || cyclin-dependent protein kinase regulator activity || YNL289W || 1082226	-0.38	0.779	0.01	NA	NA	NA	0.702	0.667	0.25	0.36	0.164	NA	up	no	Insensitive_up
181	YPR159W	25	6.54e-18	1.47e-15	0.040210514	0.004663378	8.310592514	0.096597035	0.000266476	0.005668072	0.009462942	0.009462942	KRE6	KRE6	YPR159W	cell wall organization and biogenesis* || glucosidase activity || YPR159W || 1083974	-0.37	0.784	0.01	NA	NA	NA	0.606	0.562	0.2	0.23	4e-04	NA	up	no	Insensitive_up
182	YIL023C	279	7.57e-07	1.52e-05	0.032758074	0.006622915	6.086397868	0.067021022	0.00261945	0.017004391	0.007911489	0.017004391	YKE4	YIL023C	YIL023C	biological process unknown || molecular function unknown || YIL023C || 1081458	-0.35	0.798	0	NA	NA	NA	0.748	0.717	-0.27	0.39	0.301	NA	NA	no	Insensitive_up
183	YJL045W	350	3.25e-06	5.2e-05	0.076107394	0.016352262	2.924717344	0.626172664	0.082640961	0.025548885	0.03698937	0.03698937	YJL045W	YJL045W	YJL045W	cellular respiration || succinate dehydrogenase (ubiquinone) activity || YJL045W || 1085985	-0.3	0.827	0	NA	NA	NA	0.829	0.807	0.23	0.46	0.648	NA	up	no	Insensitive_up
184	YLR281C	2705	0.088506989	0.183132576	0.051117826	0.030010586	1.715951581	0.693193597	0.29673632	0.082968302	0.106198315	0.106198315	YLR281C	YLR281C	YLR281C	biological process unknown || molecular function unknown || YLR281C || 1084587	-0.22	0.874	0	NA	NA	NA	0.803	0.778	0.06	0.29	0.0183	NA	NA	no	Insensitive_up
185	YKR011C	366	4.25e-06	6.5e-05	0.042169416	0.009169931	4.990589179	0.226764959	0.007755978	0.02986393	0.009278643	0.02986393	YKR011C	YKR011C	YKR011C	biological process unknown || molecular function unknown || YKR011C || 1082243	-0.2	0.885	0	NA	up	NA	0.79	0.763	0.14	0.24	6e-04	NA	up	no	Insensitive_up
186	YGL053W	1458	0.006634396	0.025457622	0.029342879	0.010809046	5.039770818	0.10666877	0.006967358	0.045303589	0.009111257	0.045303589	PRM8	PRM8	YGL053W	conjugation with cellular fusion || molecular function unknown || YGL053W || 1085826	-0.16	0.905	0	NA	NA	NA	0.819	0.796	0.37	0.26	0.0044	NA	up	no	Insensitive_up
187	YGR049W	78	2.21e-12	1.59e-10	0.046237402	0.006586248	5.580006276	0.100556477	0.004211138	0.015196016	0.008050394	0.015196016	SCM4	SCM4	YGR049W	cell cycle || molecular function unknown || YGR049W || 1085248	-0.16	0.909	0	NA	NA	NA	0.784	0.757	0.09	0.2	0	yes	up	no	Insensitive_up
188	YLL025W	2534	0.068916989	0.152221147	0.026351749	0.014487233	2.948304975	0.091171754	0.057628718	0.008872287	0.036269325	0.036269325	PAU17	YLL025W	YLL025W	biological process unknown || molecular function unknown || YLL025W || 1083454	-0.14	0.921	0	NA	NA	NA	0.936	0.927	0.33	0.58	0.945	NA	NA	no	Insensitive_up
189	YOR010C	1917	0.022170799	0.064731332	0.060681234	0.026528139	4.137920678	0.542359982	0.020525383	0.294321367	0.01486958	0.294321367	TIR2	TIR2	YOR010C	response to stress || molecular function unknown || YOR010C || 1084078	-0.14	0.916	0	NA	NA	NA	0.912	0.9	-0.16	0.44	0.57	NA	NA	no	Insensitive_up
190	YLR356W	599	7.52e-05	0.000702849	0.04413831	0.011148458	5.363904559	0.164510395	0.005573857	0.050031319	0.00832386	0.050031319	YLR356W	YLR356W	YLR356W	biological process unknown || molecular function unknown || YLR356W || 1083800	-0.07	0.959	0	NA	up	NA	0.942	0.934	-0.23	0.32	0.0577	NA	up	no	Insensitive_up
191	YEL038W	268	4.93e-07	1.03e-05	0.025505747	0.005071523	5.775501797	0.029491585	0.003583373	0.006710375	0.007923635	0.007923635	UTR4	UTR4	YEL038W	biological process unknown || molecular function unknown || YEL038W || 1081725	-0.05	0.973	0	NA	NA	NA	0.928	0.918	0.21	0.18	0	yes	up	no	Insensitive_up
192	YOL105C	227	1.23e-07	3.05e-06	0.035333412	0.006681459	5.922884544	0.122774247	0.002961732	0.017010577	0.007881964	0.017010577	WSC3	WSC3	YOL105C	cell wall organization and biogenesis* || transmembrane receptor activity || YOL105C || 1081440	-0.01	0.996	0	NA	NA	NA	0.994	0.994	-0.18	0.3	0.0223	NA	up	no	Insensitive_up
193	YPR154W	143	4.07e-09	1.59e-07	0.052210331	0.008877006	6.019780151	0.279986303	0.002793949	0.032460887	0.007894554	0.032460887	PIN3	PIN3	YPR154W	actin cytoskeleton organization and biogenesis || molecular function unknown || YPR154W || 1086164	-0.01	0.995	0	NA	NA	NA	0.986	0.984	0.04	0.19	0	yes	up	no	Insensitive_up
194	YKL159C	663	0.000137394	0.001159873	0.041543983	0.010895889	4.100409523	0.306769039	0.019137245	0.033976994	0.015233428	0.033976994	RCN1	RCN1	YKL159C	calcium-mediated signaling || calcium-dependent protein serine/threonine phosphatase regulator activity || YKL159C || 1083252	0	0.998	0	NA	NA	NA	0.996	0.995	0.05	0.22	2e-04	NA	up	no	Insensitive_up
195	YKR042W	1183	0.002827475	0.013377325	0.025946633	0.008689727	9.044120254	0.214602281	0.000137328	0.033645645	0.009804968	0.033645645	UTH1	UTH1	YKR042W	mitochondrion organization and biogenesis* || molecular function unknown || YKR042W || 1082610	0	0.999	0	NA	NA	NA	0.999	0.999	-0.02	0.23	5e-04	NA	up	no	Insensitive_up
196	YPL067C	974	0.001203274	0.006914501	0.04313142	0.013319966	4.339967359	0.134551939	0.013667905	0.065708578	0.01312211	0.065708578	YPL067C	YPL067C	YPL067C	biological process unknown || molecular function unknown || YPL067C || 1086359	0.03	0.985	0	NA	NA	NA	0.987	0.985	0.1	0.43	0.523	NA	up	no	Insensitive_up
197	YIL006W	172	2.08e-08	6.76e-07	0.032600814	0.005815901	5.109055306	0.062753313	0.006230313	0.008341727	0.008902498	0.008902498	YIA6	YIL006W	YIL006W	transport* || transporter activity* || YIL006W || 1081966	0.08	0.952	0	NA	NA	NA	0.914	0.902	-0.35	0.28	0.009	NA	NA	no	Insensitive_up
198	YPR098C	344	3.1e-06	5.05e-05	0.028570449	0.00612578	5.492599324	0.058356728	0.004486418	0.012301951	0.008132548	0.012301951	YPR098C	YPR098C	YPR098C	biological process unknown || molecular function unknown || YPR098C || 1081060	0.08	0.951	0	NA	up	NA	0.913	0.902	0.04	0.29	0.0163	NA	up	no	Insensitive_up
199	YIR020C	2011	0.02659256	0.073872025	0.028346802	0.012783531	3.662675099	0.187167661	0.027369137	0.045742627	0.02064506	0.045742627	NA	YIR020C	YIR020C	|| || YIR020C || 1081612	0.09	0.949	0	NA	NA	NA	0.891	0.877	-0.05	0.2	0	yes	NA	no	Insensitive_up
200	YER095W	110	2.25e-10	1.15e-08	0.043132605	0.006799875	6.486590114	0.236317647	0.001812595	0.018873926	0.008113755	0.018873926	RAD51	RAD51	YER095W	telomerase-independent telomere maintenance* || recombinase activity || YER095W || 1085025	0.1	0.942	0	NA	NA	NA	0.924	0.914	-0.4	0.34	0.0919	NA	up	no	Insensitive_up
201	YML059C	758	0.000306409	0.002262495	0.028402879	0.007868225	7.660287309	0.077289716	0.000538144	0.027159265	0.009066204	0.027159265	NTE1	NTE1	YML059C	phosphatidylcholine metabolism || hydrolase activity* || YML059C || 1080888	0.16	0.909	0.01	NA	NA	NA	0.7	0.665	-0.41	0.14	0	yes	up	no	Insensitive_up
202	YER163C	300	1.21e-06	2.25e-05	0.03261647	0.006718396	4.896264245	0.110859775	0.00744453	0.012749211	0.00965291	0.012749211	YER163C	YER163C	YER163C	biological process unknown || molecular function unknown || YER163C || 1082492	0.19	0.89	0	NA	NA	NA	0.801	0.776	-0.02	0.27	0.0062	NA	up	no	Insensitive_up
203	YJR106W	200	5.66e-08	1.58e-06	0.026989848	0.004971255	5.88946025	0.066793495	0.003173016	0.006115861	0.007883487	0.007883487	ECM27	ECM27	YJR106W	cell wall organization and biogenesis || molecular function unknown || YJR106W || 1086131	0.19	0.887	0	NA	NA	NA	0.752	0.721	0.11	0.2	0	yes	up	no	Insensitive_up
204	YML075C	106	1.79e-10	9.46e-09	0.029850795	0.004680106	8.549027821	0.045837916	0.000212623	0.007871681	0.009586722	0.009586722	HMG1	HMG1	YML075C	ergosterol biosynthesis || hydroxymethylglutaryl-CoA reductase (NADPH) activity || YML075C || 1080744	0.19	0.888	0	NA	NA	NA	0.746	0.715	-0.26	0.22	2e-04	NA	up	no	Insensitive_up
205	YDL210W	581	6.2e-05	0.000597264	0.060918763	0.015210415	4.738585162	0.456515571	0.010135474	0.093371052	0.010427093	0.093371052	UGA4	UGA4	YDL210W	transport* || putrescine transporter activity* || YDL210W || 1084650	0.21	0.879	0	NA	NA	NA	0.873	0.856	0.04	0.41	0.409	NA	up	no	Insensitive_up
206	YDR155C	124	8.24e-10	3.72e-08	0.045135689	0.007350743	9.182990843	0.147897245	0.00010649	0.024067489	0.0098566	0.024067489	CPR1	CPR1	YDR155C	sporulation (sensu Fungi)* || peptidyl-prolyl cis-trans isomerase activity || YDR155C || 1083557	0.22	0.872	0	NA	NA	NA	0.811	0.786	0.13	0.31	0.0374	NA	up	no	Insensitive_up
207	YJL034W	94	3.82e-11	2.27e-09	0.032482729	0.004913505	8.621196654	0.165816403	0.0002163	0.010584811	0.009621819	0.010584811	KAR2	KAR2	YJL034W	SRP-dependent cotranslational protein-membrane targeting, translocation* || ATPase activity* || YJL034W || 1080992	0.24	0.864	0	NA	NA	NA	0.803	0.778	-0.08	0.32	0.0474	NA	up	no	Insensitive_up
208	YHL030W	988	0.001276732	0.007232662	0.026036777	0.008083046	8.080456947	0.135024008	0.000329705	0.028900759	0.009332268	0.028900759	ECM29	ECM29	YHL030W	protein catabolism || protein binding || YHL030W || 1081532	0.25	0.854	0.01	NA	NA	NA	0.658	0.619	-0.05	0.2	0	yes	up	no	Insensitive_up
209	YLR040C	1390	0.005578715	0.022463359	0.039147348	0.014124625	4.241349456	1.017588812	0.023712279	0.065544147	0.013934481	0.065544147	YLR040C	YLR040C	YLR040C	biological process unknown || molecular function unknown || YLR040C || 1085039	0.25	0.858	0	NA	NA	NA	0.785	0.757	-0.36	0.31	0.0365	NA	up	no	Insensitive_up
210	YKR053C	239	2.06e-07	4.82e-06	0.031254422	0.006017272	5.089217132	0.08973666	0.006781981	0.009416898	0.008959321	0.009416898	YSR3	YSR3	YKR053C	sphingolipid biosynthesis || sphingosine-1-phosphate phosphatase activity || YKR053C || 1082227	0.3	0.828	0.01	NA	NA	NA	0.672	0.634	0.09	0.23	5e-04	NA	up	no	Insensitive_up
211	YLL023C	755	0.000302562	0.002242968	0.025226337	0.006981916	6.29516418	0.066319114	0.001878567	0.019930391	0.007973551	0.019930391	YLL023C	YLL023C	YLL023C	biological process unknown || molecular function unknown || YLL023C || 1084172	0.38	0.783	0.01	NA	NA	NA	0.608	0.564	-0.39	0.26	0.0038	NA	up	no	Insensitive_up
212	YNL281W	167	1.48e-08	4.94e-07	0.027175949	0.004797642	6.084154148	0.092937587	0.002378782	0.007918944	0.007910878	0.007918944	HCH1	HCH1	YNL281W	response to stress* || chaperone activator activity || YNL281W || 1081156	0.44	0.747	0.01	NA	NA	NA	0.642	0.601	0	0.3	0.0277	NA	up	no	Insensitive_up
213	YMR035W	286	8.29e-07	1.62e-05	0.038269492	0.007765179	4.319653807	0.091059916	0.013691676	0.003546758	0.013285012	0.013285012	IMP2	IMP2	YMR035W	mitochondrial protein processing || peptidase activity* || YMR035W || 1086457	0.47	0.729	0.01	NA	NA	NA	0.696	0.661	-0.11	0.43	0.506	NA	up	no	Insensitive_up
214	YDL018C	608	8.05e-05	0.000740593	0.025207478	0.006392881	4.837266823	0.060931525	0.008362235	0.008750494	0.009922087	0.009922087	ERP3	ERP3	YDL018C	secretory pathway || molecular function unknown || YDL018C || 1083293	0.58	0.672	0.04	NA	NA	NA	0.267	0.218	-0.17	0.19	0	yes	up	no	Insensitive_up
215	YNR014W	1000	0.001357644	0.007598734	0.077679063	0.024248127	3.619217285	0.651059624	0.038985777	0.224066488	0.021319789	0.224066488	YNR014W	YNR014W	YNR014W	biological process unknown || molecular function unknown || YNR014W || 1083755	0.59	0.664	0.01	NA	NA	NA	0.678	0.64	-0.2	0.51	0.826	NA	up	no	Insensitive_up
216	YLR315W	1408	0.005841728	0.023221698	0.031363553	0.011377889	3.715459823	0.090493848	0.028555606	0.029361785	0.019862958	0.029361785	NKP2	NKP2	YLR315W	biological process unknown || molecular function unknown || YLR315W || 1081576	0.61	0.653	0.01	NA	NA	NA	0.596	0.551	-0.31	0.37	0.205	NA	up	no	Insensitive_up
217	YMR148W	288	8.75e-07	1.7e-05	0.030178291	0.006136423	5.257930922	0.067393288	0.005487855	0.011358896	0.008536938	0.011358896	OSW5	YMR148W	YMR148W	biological process unknown || molecular function unknown || YMR148W || 1080796	0.61	0.655	0.03	NA	NA	NA	0.327	0.276	-0.34	0.24	8e-04	NA	NA	no	Insensitive_up
218	YML054C	1166	0.002728988	0.013099612	0.041820653	0.013955463	6.214464901	0.369695519	0.002412455	0.084718835	0.007942053	0.084718835	CYB2	CYB2	YML054C	electron transport || L-lactate dehydrogenase (cytochrome) activity || YML054C || 1081932	0.65	0.632	0	NA	NA	NA	0.764	0.735	-1.49	0.72	0.996	NA	up	no	Insensitive_up
219	YGL047W	535	3.71e-05	0.000385672	0.035870678	0.008695901	4.479317462	0.149882983	0.012523645	0.021307353	0.012067206	0.021307353	ALG13	ALG13	YGL047W	dolichol-linked oligosaccharide biosynthesis || transferase activity, transferring glycosyl groups* || YGL047W || 1082333	0.7	0.61	0.08	NA	NA	NA	0.125	0.0934	0.13	0.17	0	yes	up	no	Insensitive_up
220	YDR259C	936	0.00093754	0.005606211	0.036379855	0.010995448	3.678191494	0.223515469	0.028822427	0.025266886	0.020410973	0.025266886	YAP6	YAP6	YDR259C	positive regulation of transcription from RNA polymerase II promoter || RNA polymerase II transcription factor activity || YDR259C || 1083864	0.71	0.601	0.01	NA	NA	NA	0.606	0.562	-0.68	0.48	0.718	NA	up	no	Insensitive_up
221	YDR403W	173	2.34e-08	7.58e-07	0.072850475	0.013044992	3.711940167	0.310762328	0.054102651	0.022030406	0.019913867	0.022030406	DIT1	DIT1	YDR403W	spore wall assembly (sensu Fungi) || catalytic activity || YDR403W || 1083567	0.75	0.581	0.02	NA	NA	NA	0.49	0.44	-0.07	0.38	0.242	NA	up	no	Insensitive_up
222	YOR347C	791	0.000400665	0.002831466	0.038534722	0.010886605	6.167805657	0.143186177	0.002232755	0.050791009	0.00793253	0.050791009	PYK2	PYK2	YOR347C	pyruvate metabolism || pyruvate kinase activity || YOR347C || 1081221	0.8	0.56	0.02	NA	NA	NA	0.494	0.443	-0.06	0.41	0.424	NA	up	no	Insensitive_up
223	YMR015C	269	5.11e-07	1.06e-05	0.027531982	0.005482029	8.192938395	0.082308015	0.000274422	0.013170812	0.009397495	0.013170812	ERG5	ERG5	YMR015C	ergosterol biosynthesis || C-22 sterol desaturase activity || YMR015C || 1081522	0.88	0.519	0.02	NA	NA	NA	0.443	0.39	-0.35	0.39	0.295	NA	up	no	Insensitive_up
224	YML051W	165	1.41e-08	4.78e-07	0.026241859	0.004626243	6.80763822	0.079048979	0.001219786	0.003826795	0.008355296	0.008355296	GAL80	GAL80	YML051W	regulation of transcription, DNA-dependent* || transcription corepressor activity || YML051W || 1085250	0.91	0.508	0.08	NA	NA	NA	0.117	0.0869	-0.3	0.23	4e-04	NA	up	no	Insensitive_up
225	YMR202W	139	3.32e-09	1.34e-07	0.036173385	0.006115841	8.267207997	0.065741635	0.00027616	0.016457775	0.009439142	0.016457775	ERG2	ERG2	YMR202W	ergosterol biosynthesis || C-8 sterol isomerase activity || YMR202W || 1080797	0.92	0.501	0.11	NA	NA	NA	0.0666	0.0471	-0.27	0.19	0	yes	up	no	Insensitive_up
226	YPL015C	109	2.21e-10	1.13e-08	0.032903763	0.005184782	6.716261769	0.065640469	0.001255041	0.010771662	0.008297456	0.010771662	HST2	HST2	YPL015C	chromatin silencing at telomere || NAD-dependent histone deacetylase activity || YPL015C || 1086604	1	0.465	0.05	NA	NA	NA	0.244	0.197	-0.33	0.31	0.0459	NA	up	no	Insensitive_up
227	YCR061W	798	0.000425567	0.002982426	0.036255051	0.010288917	6.450136083	0.149323406	0.001555698	0.045805753	0.008082816	0.045805753	YCR061W	YCR061W	YCR061W	biological process unknown || molecular function unknown || YCR061W || 1083744	1.1	0.422	0.05	NA	up	NA	0.233	0.186	-0.32	0.33	0.0796	NA	up	no	Insensitive_up
228	YGL098W	467	1.86e-05	0.000222484	0.028925351	0.006755887	4.734355738	0.119037581	0.009969502	0.004838215	0.010450249	0.010450249	USE1	USE1	YGL098W	ER to Golgi transport* || SNAP receptor activity || YGL098W || 1084061	1.14	0.408	0.2	NA	NA	NA	0.0102	0.00675	-0.2	0.18	0	yes	up	no	Insensitive_up
229	YLL012W	399	7.64e-06	0.000107201	0.026340794	0.005886249	6.611664808	0.063703061	0.001382731	0.014118385	0.008220997	0.014118385	YEH1	YEH1	YLL012W	sterol metabolism || sterol esterase activity || YLL012W || 1084081	1.15	0.401	0.04	NA	NA	NA	0.287	0.237	-0.24	0.38	0.237	NA	up	no	Insensitive_up
230	YPL163C	377	4.85e-06	7.2e-05	0.029255552	0.006399825	6.750307917	0.116892963	0.001308935	0.01701513	0.008317841	0.01701513	SVS1	SVS1	YPL163C	response to chemical substance || molecular function unknown || YPL163C || 1086628	1.16	0.4	0.03	NA	NA	NA	0.345	0.293	-0.17	0.48	0.724	NA	up	no	Insensitive_up
231	YDR503C	296	1.09e-06	2.05e-05	0.0325096	0.006668396	4.734115858	0.075293676	0.009442721	0.008311583	0.010451566	0.010451566	LPP1	LPP1	YDR503C	phospholipid metabolism || phosphatidate phosphatase activity || YDR503C || 1084404	1.2	0.382	0.06	NA	NA	NA	0.211	0.166	-0.29	0.32	0.0521	NA	up	no	Insensitive_up
